MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
8/30/2021 13:19:11,3,1,1,4.03,15
8/30/2021 13:36:28,3,2,1,4.03,15
8/30/2021 13:42:44,3,3,1,4.03,15
8/30/2021 13:47:55,3,4,1,4.03,15
8/30/2021 14:00:54,3,5,1,4.03,15
8/30/2021 14:12:30,3,6,1,4.03,15
8/30/2021 14:13:26,3,7,1,4.03,15
8/30/2021 14:20:19,3,8,1,4.03,15
8/30/2021 14:22:17,3,9,1,4.03,15
8/30/2021 14:26:21,3,10,1,4.03,15
8/30/2021 14:30:15,3,11,1,4.03,15
8/30/2021 14:32:34,3,12,1,4.03,15
8/30/2021 14:42:45,3,13,1,4.03,15
8/30/2021 14:50:37,3,14,1,4.03,15
8/30/2021 14:53:00,3,15,1,4.03,15
8/30/2021 14:54:44,3,16,1,4.03,15
8/30/2021 14:58:20,3,17,1,4.03,15
8/30/2021 15:08:58,3,18,2,4.03,15
8/30/2021 15:26:32,3,19,1,4.03,15
8/30/2021 16:02:32,3,20,1,4.03,15
8/30/2021 16:17:11,3,21,1,4.02,15
8/30/2021 17:56:40,3,22,3,4.02,15
8/30/2021 19:29:55,3,23,1,4.03,15
8/30/2021 23:20:25,3,24,2,4.02,15
8/30/2021 23:22:03,3,25,1,4.02,15
8/30/2021 23:22:34,3,26,1,4.02,15
8/30/2021 23:41:23,3,27,1,4.02,15
8/30/2021 23:49:18,3,28,1,4.02,15
8/31/2021 0:11:44,3,29,1,4.02,15
8/31/2021 0:16:53,3,30,1,4.02,15
8/31/2021 0:18:31,3,31,1,4.02,15
8/31/2021 0:54:34,3,32,1,4.01,15
8/31/2021 4:47:53,3,33,1,4.01,15
8/31/2021 4:48:20,3,34,1,4.01,15
8/31/2021 7:44:32,3,35,1,4.00,15
8/31/2021 9:29:38,3,36,1,4.00,15
8/31/2021 9:30:33,3,37,1,4.00,15
8/31/2021 9:34:21,3,38,1,4.00,15
8/31/2021 11:02:33,3,39,3,4.00,15
8/31/2021 11:21:13,3,40,1,3.99,15
8/31/2021 11:21:45,3,41,1,4.00,15
8/31/2021 11:24:36,3,42,1,4.00,15
8/31/2021 12:05:19,3,43,1,4.00,15
8/31/2021 12:22:22,3,44,1,4.00,15
8/31/2021 12:22:58,3,45,1,4.00,15
8/31/2021 12:26:58,3,46,1,4.00,15
8/31/2021 12:29:42,3,47,1,4.00,15
8/31/2021 12:34:15,3,48,1,4.00,15
8/31/2021 12:36:59,3,49,1,4.00,15
8/31/2021 12:47:33,3,50,1,4.00,15
8/31/2021 12:49:23,3,51,1,4.00,15
8/31/2021 13:04:11,3,52,2,4.00,15
8/31/2021 13:04:52,3,53,1,3.99,15
8/31/2021 13:29:17,3,54,1,4.00,15
8/31/2021 14:09:45,3,55,3,3.99,15
8/31/2021 14:10:46,3,56,2,4.00,15
8/31/2021 14:13:04,3,57,1,3.99,15
8/31/2021 14:18:41,3,58,2,4.00,15
8/31/2021 16:34:37,3,59,1,3.99,15
8/31/2021 16:35:21,3,60,1,3.99,15
